record_id	product_path	product_artifact_kind	p14_authority_record_id	p14_authority_path	p14_authority_sha256	pepper_current_sha256	application_action	pepper_profile_id	product_id_policy	product_ui_policy	extension_module_policy	runtime_boundary_policy	denied_authority_policy	validation_lane_ids	register_modification_id	owner_ticket	status	notes
P15.M7-011	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_process_owner.py	runtime_adapter_test_module	P14.2-005	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_process_owner.py	5d4f5803d7ffdecd754c3b8a974defc6d5d347db9956997860b3f50d5e4f73bd	6b17745810a114f7ab0214cdd59265c3d18c8063853c7b0aef7bef64c7907a59	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_process_owner;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-011	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-012	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/profiles.py	runtime_adapter_source_module	P14.3-001	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/profiles.py	814aca71c8167a3da0c64d2a0822be535be8f168b80715b5f01e27379804d11f	8ba2ff00812f4b99d9b90305a12c98ef4a82ae8060937407d421ab9b4c50e108	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_profile_registry;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-012	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-013	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/environment.py	runtime_adapter_source_module	P14.3-002	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/environment.py	34fb96d6aaa803238dd33174335eeaa31f7fa421e9c0d4e153166e79f2170bbe	0ef8510525e9ec62fb8016fd94f21f33584e1c05d6ec8ca0f338ecb72e118c52	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_environment_sanitizer;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-013	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-014	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_profiles.py	runtime_adapter_test_module	P14.3-003	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_profiles.py	2dc1c9d84a9a3642b95c598e8e18abc213b010514b3ed7623dd20268498787fb	66de69ff5208168895c898617ffaba3c31ce86290719c9b2c58988785237d411	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_profile_registry;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-014	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-015	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_environment.py	runtime_adapter_test_module	P14.3-004	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_environment.py	f706c42f6ddf96256d29a1c729739d3b4a3ff05efd3b70c93db15aef1b2c08a9	dd18c16cc121b063052a96373ae9b03d1a550d8424233d3db3857d010de6bdd5	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_environment_sanitizer;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-015	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-016	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/path_containment.py	runtime_adapter_source_module	P14.4-001	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/path_containment.py	5cfcd315a76857ce1b715c5a8fd9645916c9dd0f0835eb03440a686fba45eb55	9bd5b97c16c8de1f041e6a0e40be0d16707940a7abc9aa945767db276e8e5888	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_path_containment;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-016	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-017	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/workspace.py	runtime_adapter_source_module	P14.4-002	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/workspace.py	144f0a1e819e01205ef19baea7db7bd62e74f5c5a9e50cfd01b789887af253e9	6936b449aba76fcebf3030218b8eb2e14c0fe0b48468492a4c0ac5f997a70b9b	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_workspace_allocator;runtime_shutdown_rollback;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-017	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-018	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_path_containment.py	runtime_adapter_test_module	P14.4-003	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_path_containment.py	29af1ad696527d9bb0ee87db89c9e9217aaa8cd82a78ba4f20ceb0cc4a05bb5d	72cbb1042c540d80ecda7fed486965200a149e7950cfbabe298364f67b93fef9	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_path_containment;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-018	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-019	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_workspace.py	runtime_adapter_test_module	P14.4-004	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_workspace.py	d363d4821f0b0ac4a53df7d87539e94e3b00615ab9fea8aba4d3c40ba22bd656	85b422364542a61faadbf96d8dabd1a2ea75b96235a06e31ced460451d4fab62	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_workspace_allocator;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-019	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-020	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/event_normalization.py	runtime_adapter_source_module	P14.5-001	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/event_normalization.py	582e0a8ed9d77fc3c2c49b027aa1d0b94896b8744451e9fad44e538a14395fa0	da40e3aeef9e695037b75242dafb23744cfa5d6ab9537a090d8a40f1a197879b	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_event_normalization;runtime_audit_projection;runtime_shutdown_rollback;runtime_adapter_controlled_lifecycle;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-020	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-021	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/audit_normalization.py	runtime_adapter_source_module	P14.5-002	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/audit_normalization.py	4c407106b5bb69a66bc47ecaabf9f77aa8a113ecdf9559aa1c3bc859e7fbf966	37ad195259dd8506ba4490dcae0414cddd89c1e7a5a753cb34236e6962dfd116	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-021	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-022	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_event_normalization.py	runtime_adapter_test_module	P14.5-003	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_event_normalization.py	1eeddeb1177964f9e08b4dfdf8e7092c8b4fa8dab2d1d096144ce6559f8a47b8	be6750aa1d29ec43b580d030a9c069acab055148563c717cc010c985125b4c39	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_event_normalization;runtime_shutdown_rollback;runtime_adapter_controlled_lifecycle;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-022	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-023	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_audit_normalization.py	runtime_adapter_test_module	P14.5-004	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_audit_normalization.py	78fb564d7ce730863e3fdb02d2eaa77126e65d674d776e7dce7b97773989038c	6a4d449baa0c4dd1852b65d13cec19f9d0a69754920cdab671219e443baa3b11	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-023	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-024	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/lifecycle_control.py	runtime_adapter_source_module	P14.6-001	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/lifecycle_control.py	9a2c1a8278c61ca63e1823fe12341bf6b04405c6612b545fe3ca446cb9138d19	a7cf4a1b991f84d72ad95dad0f32d44cb14243236632d984e5f43be048ebb971	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_shutdown_rollback;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-024	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-025	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/rollback.py	runtime_adapter_source_module	P14.6-002	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/rollback.py	d4d6c539d2d0d49fd29f6793771c6452a8cad9da3f4fea6133e4ef1f80d25165	7c913366dc885ddb8e909ceedc37d7fde45ca2db37ded1ffbf2471cc401ead53	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_shutdown_rollback;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-025	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-026	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_lifecycle_control.py	runtime_adapter_test_module	P14.6-003	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_lifecycle_control.py	73fa9965f6540cbe50342bef1d20c0c9ceaa83eda6c727ce7566f92a35009454	ef26f883eca65254364441a4cbca5f15715064bbaa72f6c6bbb5685a147027b3	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_shutdown_rollback;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-026	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
