modification_id	product_path	component_family	component_role	candidate_content_sha256	register_current_product_sha256	reapplication_classification	source_authority_id	source_authority_path	source_authority_sha256	contract_capability_state	real_credential_configuration	dry_run_OAuth_boundary_validated	live_OAuth_relevance	provider_runtime_profile_state	provider_reachability_claim	bounded_worker_profile_state	worker_execution_claim	credential_store_policy	denied_authority_policy	validation_lane_ids	owner_ticket	status
P15.M8-013	2_products/pepper-agent/hermes_cli/agent_platform/provider_runtime/enums.py	provider_runtime	source_module	6eedfb4c924569a6563e44fa60eae7af817b0b3c3f4efbb392aa3077498c5e03	6eedfb4c924569a6563e44fa60eae7af817b0b3c3f4efbb392aa3077498c5e03	retain_product_divergence	P15.2-002	2_products/hermes-agent/hermes_cli/agent_platform/provider_runtime/enums.py	e0edaf3abf4999aa332bc041d0e8a1b6baf5237ffc81627020749bcec6345525	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	profile_ready_runtime_unverified	not_claimed_unverified	not_bounded_worker_profile	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_runtime_profile	P15.M8	implemented_pending_human_approval
P15.M8-014	2_products/pepper-agent/hermes_cli/agent_platform/provider_runtime/contracts.py	provider_runtime	source_module	5b457342c836e6fd884d8d55b07a9848bef8893a194493592d1dd715d067e36e	5b457342c836e6fd884d8d55b07a9848bef8893a194493592d1dd715d067e36e	retain_product_divergence	P15.2-003	2_products/hermes-agent/hermes_cli/agent_platform/provider_runtime/contracts.py	84da0f09a9d74e710c5e673f1164bd9d3ae47135aa470b263146760fbe1df268	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	profile_ready_runtime_unverified	not_claimed_unverified	not_bounded_worker_profile	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_runtime_profile;provider_credential_regression	P15.M8	implemented_pending_human_approval
P15.M8-015	2_products/pepper-agent/hermes_cli/agent_platform/provider_runtime/profiles.py	provider_runtime	source_module	c6ea465aaaca38e2c0df46dc52f40af9aa9eddc9fd6d0792007b23aad2707552	c6ea465aaaca38e2c0df46dc52f40af9aa9eddc9fd6d0792007b23aad2707552	retain_product_divergence	P15.2-004	2_products/hermes-agent/hermes_cli/agent_platform/provider_runtime/profiles.py	3b7aef3d7e11a1100a05cb7145dbc4d6b2a755e3c6d173eac5598f42b8570562	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	profile_ready_runtime_unverified	not_claimed_unverified	not_bounded_worker_profile	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_runtime_profile	P15.M8	implemented_pending_human_approval
P15.M8-016	2_products/pepper-agent/hermes_cli/agent_platform/provider_runtime/resolution.py	provider_runtime	source_module	952c95313da7181e29b67c266f3bae47cfa3cf41564139d49f2e24e5e5bf6ba2	952c95313da7181e29b67c266f3bae47cfa3cf41564139d49f2e24e5e5bf6ba2	retain_product_divergence	P15.2-005	2_products/hermes-agent/hermes_cli/agent_platform/provider_runtime/resolution.py	68d43fd23e3a94c2cbf569f0e5b00ad5e9945cc6e06594e2fe9e7dfc0d2512fa	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	profile_ready_runtime_unverified	not_claimed_unverified	not_bounded_worker_profile	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_runtime_profile;provider_credential_regression	P15.M8	implemented_pending_human_approval
P15.M8-017	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_provider_runtime_contracts.py	provider_runtime	test_module	466e4783cc48cbf359faeab6a2602e1e0ae7ef32d0d15637be111cc171ef42d4	466e4783cc48cbf359faeab6a2602e1e0ae7ef32d0d15637be111cc171ef42d4	retain_product_divergence	P15.2-006	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_provider_runtime_contracts.py	3699b2e99489d6e16c2fa2b6b0a084d33cc0325ddf7ca207c27890c2a4f2649d	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	profile_ready_runtime_unverified	not_claimed_unverified	not_bounded_worker_profile	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_runtime_profile	P15.M8	implemented_pending_human_approval
P15.M8-018	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_provider_runtime_profiles.py	provider_runtime	test_module	6e906bba9163ccc32bad5ffd34c551877bc00f6ea544502565d7893fc754ab88	6e906bba9163ccc32bad5ffd34c551877bc00f6ea544502565d7893fc754ab88	retain_product_divergence	P15.2-007	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_provider_runtime_profiles.py	ce8b7e6ca81d3b8827c3719c6645047842e950c306137c4d750ecaa761f1cc6c	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	profile_ready_runtime_unverified	not_claimed_unverified	not_bounded_worker_profile	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_runtime_profile	P15.M8	implemented_pending_human_approval
P15.M8-019	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_provider_runtime_resolution.py	provider_runtime	test_module	545e6b77d8fa1f829500289becdbf03c64cbc0ef46d812eb11a06b8457e4e8a6	545e6b77d8fa1f829500289becdbf03c64cbc0ef46d812eb11a06b8457e4e8a6	retain_product_divergence	P15.2-008	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_provider_runtime_resolution.py	59acf14dca5f62b5e0cbd41b93f89a1005028ca63abaefbe98cb4c451c47f43f	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	profile_ready_runtime_unverified	not_claimed_unverified	not_bounded_worker_profile	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_runtime_profile;provider_credential_regression	P15.M8	implemented_pending_human_approval
P15.M8-020	2_products/pepper-agent/hermes_cli/agent_platform/provider_worker/__init__.py	provider_worker	source_module	d4a8950f5a7791fe6d56163f058b47c4f850e5ae6064ce7ae6fb723a3cfbca76	d4a8950f5a7791fe6d56163f058b47c4f850e5ae6064ce7ae6fb723a3cfbca76	retain_product_divergence	P15.3-001	2_products/hermes-agent/hermes_cli/agent_platform/provider_worker/__init__.py	689260e7faf41785d133df382f2e09c42fce306e5c05a5911e98464d82a3a2de	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile;provider_runtime_regression	P15.M8	implemented_pending_human_approval
P15.M8-021	2_products/pepper-agent/hermes_cli/agent_platform/provider_worker/enums.py	provider_worker	source_module	8150e6d0b0bf07681c62adb3d85c4d3da2af1878abf842e5f07bb3698cd7435e	8150e6d0b0bf07681c62adb3d85c4d3da2af1878abf842e5f07bb3698cd7435e	retain_product_divergence	P15.3-002	2_products/hermes-agent/hermes_cli/agent_platform/provider_worker/enums.py	11cd95f4be9f4a342d2d92ce87b553f596592f4f1abfba263d66298bb26c5f05	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile	P15.M8	implemented_pending_human_approval
P15.M8-022	2_products/pepper-agent/hermes_cli/agent_platform/provider_worker/contracts.py	provider_worker	source_module	f4f3ff867dcca47a4cda8724ae6e4001dc72773bd76981f06fae9d5bbdd3de4a	f4f3ff867dcca47a4cda8724ae6e4001dc72773bd76981f06fae9d5bbdd3de4a	retain_product_divergence	P15.3-003	2_products/hermes-agent/hermes_cli/agent_platform/provider_worker/contracts.py	054996fbb1854fd12715bc9fa718fbf9c5e5a06565b2f4953e4872e7a4a9922e	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile;protocol_serialization	P15.M8	implemented_pending_human_approval
P15.M8-023	2_products/pepper-agent/hermes_cli/agent_platform/provider_worker/profiles.py	provider_worker	source_module	c76dbd5d5c77cb3298044075fd9271f7be6ef514f382a0bfc7156ca7ae8dc1ae	c76dbd5d5c77cb3298044075fd9271f7be6ef514f382a0bfc7156ca7ae8dc1ae	retain_product_divergence	P15.3-004	2_products/hermes-agent/hermes_cli/agent_platform/provider_worker/profiles.py	5af2dcfb7e7145e06813f872d17fe8313062857952ec14bb08fc2dc1ee14ea97	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile	P15.M8	implemented_pending_human_approval
P15.M8-024	2_products/pepper-agent/hermes_cli/agent_platform/provider_worker/resolution.py	provider_worker	source_module	f2da6f2b97cc9b7a8602e4952755705134dc7d6fa40f6a8dce8c8639547eeb5a	f2da6f2b97cc9b7a8602e4952755705134dc7d6fa40f6a8dce8c8639547eeb5a	retain_product_divergence	P15.3-005	2_products/hermes-agent/hermes_cli/agent_platform/provider_worker/resolution.py	f74bef0a33c667b901e3475b0f318cfbcfd9f0291554164f93a83d9cc622fece	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile;provider_runtime_regression	P15.M8	implemented_pending_human_approval
P15.M8-025	2_products/pepper-agent/hermes_cli/agent_platform/provider_worker/protocol.py	provider_worker	source_module	516f3afdb888165fa5f47f5d2dd84a7921931b63694e99896ffecd2f96afc874	516f3afdb888165fa5f47f5d2dd84a7921931b63694e99896ffecd2f96afc874	retain_product_divergence	P15.3-006	2_products/hermes-agent/hermes_cli/agent_platform/provider_worker/protocol.py	e2b6677d318cb5b8a5f1ae4fca3f4603117eb5bf406f153a3085ddbe6cb1ef8b	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile;protocol_serialization	P15.M8	implemented_pending_human_approval
P15.M8-026	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_provider_worker_contracts.py	provider_worker	test_module	052b7a08a0961bc84167818e456d284155403730df401324f1502c2d386fc7a3	052b7a08a0961bc84167818e456d284155403730df401324f1502c2d386fc7a3	retain_product_divergence	P15.3-007	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_provider_worker_contracts.py	9dcc1e3c12f21c3415665fe275d16bd18fd80a95e2e6d8ef770785fe9d2e20dd	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile	P15.M8	implemented_pending_human_approval
P15.M8-027	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_provider_worker_profiles.py	provider_worker	test_module	52f8156f6d27bae83a0199535548944205b6c656d1e4ec0c0bc8709b3ba05530	52f8156f6d27bae83a0199535548944205b6c656d1e4ec0c0bc8709b3ba05530	retain_product_divergence	P15.3-008	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_provider_worker_profiles.py	5d39b865fd77d1767347a8248a87ac3ec3b182879f5c5da5bd2541d836977a96	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile	P15.M8	implemented_pending_human_approval
P15.M8-028	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_provider_worker_resolution.py	provider_worker	test_module	ef5a9b3ac2ab5f40b26dfd44a3444bb25301205638666d02594837a37e85628b	ef5a9b3ac2ab5f40b26dfd44a3444bb25301205638666d02594837a37e85628b	retain_product_divergence	P15.3-009	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_provider_worker_resolution.py	508f99ef8ed797edb254694f998c58641927221ec87a9d9bc00f05d4d0c5e125	implemented_contract_capability	not_configured_no_real_credentials	validated_dry_run_only	no_live_OAuth_occurred_owner_P15.M11	provider_runtime_profile_ready_runtime_unverified	not_claimed_unverified	profile_ready_worker_unexecuted	not_executed	pool_only_contract_no_real_store_created	no_api_key;no_fallback;no_streaming;no_tools;no_MCP;no_model_list;no_usage;no_inference;no_worker_start;no_agent_start;no_Graphify;no_git_mutation;no_P15U_state	python_targeted_tests;provider_worker_profile;provider_runtime_regression	P15.M8	implemented_pending_human_approval
